X,Y,OBJECTID,DATE,latitude,longitude,CD1____KM_,CD2____KM_,CD3____KM_,CD4____KM_,WD1__G_KM_,WD2__G_KM_,WD3__G_KM_,WD4__G_KM_,SEA_STATE_,SOURCE,INFO,CD4
-33.93,36.05,781,14/06/2013,36.05,-33.93,10629.07,11337.67,6731.74,0,4.96,44.29,66.96,0,2,M. Eriksen,East NAG13-1 Ocean Research Project,0
-33.92,35.21,782,15/06/2013,35.21,-33.92,708.6,3897.33,354.3,0,0,0,7.09,0,1,M. Eriksen,East NAG13-2 Ocean Research Project,0
-34.49,34.45,783,16/06/2013,34.45,-34.49,16297.91,34013.02,11691.98,0,2.48,233.84,199.83,0,2,M. Eriksen,East NAG13-3 Ocean Research Project,0
-35.14,33.79,784,17/06/2013,33.79,-35.14,3543.02,70860.46,5314.53,0,3.19,428.35,2054.95,0,2,M. Eriksen,East NAG13-4 Ocean Research Project,0
-35.09,33.42,785,17/06/2013,33.42,-35.09,0,29407.09,3897.33,0,0,74.4,88.22,0,3,M. Eriksen,East NAG13-5 Ocean Research Project,0
-36.41,32.63,786,18/06/2013,32.63,-36.41,9920.46,12400.58,1062.91,0,4.25,56.69,515.86,0,4,M. Eriksen,East NAG13-6 Ocean Research Project,0
-36.88,31.81,787,18/06/2013,31.81,-36.88,9566.16,3897.33,4960.23,0,2.48,7.79,112.31,0,4,M. Eriksen,East NAG13-7 Ocean Research Project,0
-37.06,30.93,788,19/06/2013,30.93,-37.06,1771.51,17360.81,4251.63,0,0,87.16,55.27,0,4,M. Eriksen,East NAG13-8 Ocean Research Project,0
-37.1,30.07,789,19/06/2013,30.07,-37.1,6377.44,6377.44,2480.12,0,0,41.45,119.75,0,3,M. Eriksen,East NAG13-9 Ocean Research Project,0
-37.23,29.14,790,20/06/2013,29.14,-37.23,2834.42,20549.53,4960.23,0,0,17.86,46.77,0,3,M. Eriksen,East NAG13-10 Ocean Research Project,0
-37.4,28.31,791,21/06/2013,28.31,-37.4,6023.14,6023.14,2834.42,0,1.77,25.51,141.72,0,3,M. Eriksen,East NAG13-11 Ocean Research Project,0
-37.4,27.41,792,21/06/2013,27.41,-37.4,354.3,9920.46,2834.42,0,0,95.66,2240.96,0,3,M. Eriksen,East NAG13-12 Ocean Research Project,0
-37.36,26.51,793,22/06/2013,26.51,-37.36,0,8503.26,708.6,0,0,35.78,58.46,0,3,M. Eriksen,East NAG13-13 Ocean Research Project,0
-37.25,25.58,794,23/06/2013,25.58,-37.25,1062.91,6377.44,2125.81,0,0,0,53.85,0,3,M. Eriksen,East NAG13-14 Ocean Research Project,0
-37.72,26.33,795,24/06/2013,26.33,-37.72,4605.93,23738.25,6023.14,0,0,86.8,64.13,0,2,M. Eriksen,East NAG13-15 Ocean Research Project,0
-38.13,27.2,796,24/06/2013,27.2,-38.13,72986.27,89638.48,8857.55,0,16.3,630.66,558.38,0,1,M. Eriksen,East NAG13-16 Ocean Research Project,0
-38.52,28.16,797,25/06/2013,28.16,-38.52,41807.67,38973.25,13817.79,0,14.17,82.2,193.09,0,1,M. Eriksen,East NAG13-17 Ocean Research Project,0
-38.84,28.96,798,26/06/2013,28.96,-38.84,26926.97,48185.11,3188.7,0,0,119.04,35.78,0,1,M. Eriksen,East NAG13-18 Ocean Research Project,0
-39.31,29.8,799,26/06/2013,29.8,-39.31,75112.09,64128.72,10274.77,0,7.44,135.34,10365.82,0,1,M. Eriksen,East NAG13-19 Ocean Research Project,0
-39.65,30.61,800,27/06/2013,30.61,-39.65,6731.74,9566.16,2125.81,0,1.77,30.82,156.96,0,1,M. Eriksen,East NAG13-20 Ocean Research Project,0
-40.08,31.39,801,27/06/2013,31.39,-40.08,51728.14,30824.3,8857.55,0,12.75,102.75,71.21,0,2,M. Eriksen,East NAG13-21 Ocean Research Project,0
-40.65,32.19,802,28/06/2013,32.19,-40.65,43224.88,22675.35,5314.53,0,14.88,74.75,51.72,0,1,M. Eriksen,East NAG13-22 Ocean Research Project,0
-41.29,33,803,28/06/2013,33,-41.29,99204.64,110188.01,35075.92,0,15.95,179.98,228.88,0,1,M. Eriksen,East NAG13-23 Ocean Research Project,0
-41.61,32.2,804,29/06/2013,32.2,-41.61,60585.69,64837.32,13817.78,0,25.15,472.99,270.33,0,1,M. Eriksen,East NAG13-24 Ocean Research Project,0
-41.76,31.38,805,30/06/2013,31.38,-41.76,40744.76,48893.72,4605.92,0,7.08,131.8,156.95,0,1,M. Eriksen,East NAG13-25 Ocean Research Project,0
-42.09,30.52,806,30/06/2013,30.52,-42.09,50310.92,15589.3,50310.92,0,13.1,41.81,4208.05,0,1,M. Eriksen,East NAG13-26 Ocean Research Project,0
-42.48,29.7,807,1/7/13,29.7,-42.48,18423.72,20903.84,22.67,0,3.89,22.67,23.74,0,3,M. Eriksen,East NAG13-27 Ocean Research Project,0
-42.59,28.85,808,1/7/13,28.85,-42.59,12046.27,15234.99,4605.92,0,0,32.59,23.38,0,4,M. Eriksen,East NAG13-28 Ocean Research Project,0
-42.83,28.02,809,2/7/13,28.02,-42.83,20903.84,37910.35,6023.14,0,3.54,97.78,49.24,0,4,M. Eriksen,East NAG13-29 Ocean Research Project,0
-42.96,27.12,810,3/7/13,27.12,-42.96,8857.55,17715.11,7440.35,0,0,104.87,107.7,0,4,M. Eriksen,East NAG13-30 Ocean Research Project,0
-43.14,26.26,811,3/7/13,26.26,-43.14,14172.09,43224.88,5314.53,0,0.35,126.13,27.64,0,4,M. Eriksen,East NAG13-31 Ocean Research Project,0
-43.77,26.85,812,4/7/13,26.85,-43.77,2125.81,17006.51,2480.11,0,0.35,86.8,28.34,0,4,M. Eriksen,East NAG13-32 Ocean Research Project,0
-44.34,27.58,813,4/7/13,27.58,-44.34,71569.06,50310.92,28344.18,0,47.83,153.41,6364.33,0,1,M. Eriksen,East NAG13-33  Ocean Research Project,0
-44.98,28.33,814,5/7/13,28.33,-44.98,92118.59,424454.15,36493.13,0,37.9,1171.67,4450.39,0,1,M. Eriksen,East NAG13-34 Ocean Research Project,0
-45.48,29.04,815,6/7/13,29.04,-45.48,91055.69,59168.48,10983.37,0,16.29,158.37,106.99,0,4,M. Eriksen,East NAG13-35 Ocean Research Project,0
-46.04,29.73,816,6/7/13,29.73,-46.04,46059.29,18778.02,4605.92,0,19.1,57.39,93.18,0,2,M. Eriksen,East NAG13-36 Ocean Research Project,0
-46.66,30.55,817,7/7/13,30.55,-46.66,36847.44,98850.34,19132.32,0,15.23,131.45,83.61,0,2,M. Eriksen,East NAG13-37 Ocean Research Project,0
-47.18,31.27,818,7/7/13,31.27,-47.18,169710.8,74049.18,18778.02,0,271.39,414.17,140.3,0,1,M. Eriksen,East NAG13-38 Ocean Research Project,0
-47.69,32.06,819,8/7/13,32.06,-47.69,32595.81,38973.25,7440.34,0,6.02,224.63,120.82,0,3,M. Eriksen,East NAG13-39 Ocean Research Project,0
-48.27,33.16,820,9/7/13,33.16,-48.27,0,0,0,0,0,0,0,0,2,M. Eriksen,East NAG13-40 Ocean Research Project,0
163.59,-39.31,821,10/6/11,-39.31,163.59,0,0,653.6,0,0,0,0,0,5,J. Reisser,Southern Surveyor/ss2011_t02,0
163.57,-39.32,822,10/6/11,-39.32,163.57,0,691.85,0,0,0,0,0,0,5,J. Reisser,Southern Surveyor/ss2011_t02,0
163.56,-39.32,823,10/6/11,-39.32,163.56,0,0,566.87,0,0,0,0,0,5,J. Reisser,Southern Surveyor/ss2011_t02,0
160.42,-39.96,824,11/6/11,-39.96,160.42,0,950.5,0,0,0,0,0,0,4,J. Reisser,Southern Surveyor/ss2011_t02,0
160.1,-40.05,825,11/6/11,-40.05,160.1,0,2198.21,0,0,0,0,0,0,4,J. Reisser,Southern Surveyor/ss2011_t02,0
160.1,-40.06,826,11/6/11,-40.06,160.1,0,811.49,405.75,0,0,0,0,0,4,J. Reisser,Southern Surveyor/ss2011_t02,0
155.88,-40.64,827,12/6/11,-40.64,155.88,0,1424.67,0,0,0,0,0,0,4,J. Reisser,Southern Surveyor/ss2011_t02,0
155.87,-40.64,828,12/6/11,-40.64,155.87,0,3254.64,0,0,0,0,0,0,4,J. Reisser,Southern Surveyor/ss2011_t02,0
155.92,-40.62,829,12/6/11,-40.62,155.92,0,0,0,0,0,0,0,0,4,J. Reisser,Southern Surveyor/ss2011_t02,0
152.28,-41.14,830,13/06/2011,-41.14,152.28,0,786.09,0,0,0,0,0,0,3,J. Reisser,Southern Surveyor/ss2011_t02,0
152.26,-41.14,831,13/06/2011,-41.14,152.26,0,0,0,0,0,0,0,0,3,J. Reisser,Southern Surveyor/ss2011_t02,0
152.25,-41.14,832,13/06/2011,-41.14,152.25,905.08,905.08,0,0,0,0,0,0,3,J. Reisser,Southern Surveyor/ss2011_t02,0
145.8,-43.58,833,12/8/11,-43.58,145.8,0,22973.76,9189.51,0,0,0,0,0,1,J. Reisser,Southern Surveyor/ss2011_t03,0
145.79,-43.57,834,12/8/11,-43.57,145.79,0,17075.02,12521.68,0,0,0,0,0,1,J. Reisser,Southern Surveyor/ss2011_t03,0
145.78,-43.56,835,12/8/11,-43.56,145.78,0,6804.03,2268.01,0,0,0,0,0,1,J. Reisser,Southern Surveyor/ss2011_t03,0
144.54,-41.92,836,13/08/2011,-41.92,144.54,0,21546.09,2693.26,0,0,0,0,0,5,J. Reisser,Southern Surveyor/ss2011_t03,0
144.54,-41.92,837,13/08/2011,-41.92,144.54,0,3039.49,3039.49,0,0,0,0,0,5,J. Reisser,Southern Surveyor/ss2011_t03,0
144.54,-41.92,838,13/08/2011,-41.92,144.54,0,0,0,0,0,0,0,0,5,J. Reisser,Southern Surveyor/ss2011_t03,0
142.41,-39.04,839,14/08/2011,-39.04,142.41,0,1776.62,1776.62,0,0,0,0,0,3,J. Reisser,Southern Surveyor/ss2011_t03,0
142.4,-39.04,840,14/08/2011,-39.04,142.4,0,1605.87,1605.87,0,0,0,0,0,3,J. Reisser,Southern Surveyor/ss2011_t03,0
142.39,-39.03,841,14/08/2011,-39.03,142.39,0,1238.32,1238.32,0,0,0,0,0,3,J. Reisser,Southern Surveyor/ss2011_t03,0
139.82,-37.89,842,15/08/2011,-37.89,139.82,0,932.36,0,0,0,0,0,0,5,J. Reisser,Southern Surveyor/ss2011_t03,0
139.82,-37.88,843,15/08/2011,-37.88,139.82,0,837.63,1675.27,0,0,0,0,0,5,J. Reisser,Southern Surveyor/ss2011_t03,0
139.81,-37.87,844,15/08/2011,-37.87,139.81,0,7789.07,5841.8,0,0,0,0,0,5,J. Reisser,Southern Surveyor/ss2011_t03,0
135.69,-36.05,845,16/08/2011,-36.05,135.69,0,1044.39,3133.18,0,0,0,0,0,6,J. Reisser,Southern Surveyor/ss2011_t03,0
135.69,-36.05,846,16/08/2011,-36.05,135.69,0,3069.63,0,0,0,0,0,0,6,J. Reisser,Southern Surveyor/ss2011_t03,0
135.68,-36.04,847,16/08/2011,-36.04,135.68,0,0,0,0,0,0,0,0,6,J. Reisser,Southern Surveyor/ss2011_t03,0
132.18,-35.48,848,17/08/2011,-35.48,132.18,0,777.52,1555.05,0,0,0,0,0,5,J. Reisser,Southern Surveyor/ss2011_t03,0
132.16,-35.48,849,17/08/2011,-35.48,132.16,0,0,0,0,0,0,0,0,5,J. Reisser,Southern Surveyor/ss2011_t03,0
132.15,-35.48,850,17/08/2011,-35.48,132.15,0,0,1380.26,0,0,0,0,0,5,J. Reisser,Southern Surveyor/ss2011_t03,0
127.26,-35.07,851,18/08/2011,-35.07,127.26,0,0,0,0,0,0,0,0,3,J. Reisser,Southern Surveyor/ss2011_t03,0
127.24,-35.07,852,18/08/2011,-35.07,127.24,0,0,0,0,0,0,0,0,3,J. Reisser,Southern Surveyor/ss2011_t03,0
127.23,-35.07,853,18/08/2011,-35.07,127.23,0,0,0,0,0,0,0,0,3,J. Reisser,Southern Surveyor/ss2011_t03,0
121.82,-34.6,854,19/08/2011,-34.6,121.82,0,0,0,0,0,0,0,0,5,J. Reisser,Southern Surveyor/ss2011_t03,0
121.81,-34.61,855,19/08/2011,-34.61,121.81,0,0,1604.59,0,0,0,0,0,5,J. Reisser,Southern Surveyor/ss2011_t03,0
121.8,-34.61,856,19/08/2011,-34.61,121.8,0,0,1098.42,0,0,0,0,0,5,J. Reisser,Southern Surveyor/ss2011_t03,0
118.62,-35.32,857,20/08/2011,-35.32,118.62,0,0,1541.77,0,0,0,0,0,4,J. Reisser,Southern Surveyor/ss2011_t03,0
118.61,-35.32,858,20/08/2011,-35.32,118.61,0,0,0,0,0,0,0,0,4,J. Reisser,Southern Surveyor/ss2011_t03,0
118.61,-35.32,859,20/08/2011,-35.32,118.61,0,0,2852.58,0,0,0,0,0,4,J. Reisser,Southern Surveyor/ss2011_t03,0
114.48,-33.12,860,22/08/2011,-33.12,114.48,0,889.38,0,0,0,0,0,0,4,J. Reisser,Southern Surveyor/ss2011_t03,0
114.46,-33.12,861,22/08/2011,-33.12,114.46,0,0,0,0,0,0,0,0,4,J. Reisser,Southern Surveyor/ss2011_t03,0
114.44,-33.12,862,22/08/2011,-33.12,114.44,0,0,458.37,0,0,0,0,0,4,J. Reisser,Southern Surveyor/ss2011_t03,0
148.46,-41.9,863,11/4/12,-41.9,148.46,0,708.24,0,0,0,0,0,0,2,J. Reisser,Southern Surveyor/ss2012_t01,0
148.49,-41.88,864,11/4/12,-41.88,148.49,0,2049.64,683.21,0,0,0,0,0,2,J. Reisser,Southern Surveyor/ss2012_t01,0
148.51,-41.87,865,11/4/12,-41.87,148.51,0,1570.48,785.24,0,0,0,0,0,2,J. Reisser,Southern Surveyor/ss2012_t01,0
148.88,-39.65,866,12/4/12,-39.65,148.88,0,0,0,0,0,0,0,0,6,J. Reisser,Southern Surveyor/ss2012_t01,0
148.87,-39.65,867,12/4/12,-39.65,148.87,0,0,0,0,0,0,0,0,6,J. Reisser,Southern Surveyor/ss2012_t01,0
148.86,-39.63,868,12/4/12,-39.63,148.86,0,0,0,0,0,0,0,0,6,J. Reisser,Southern Surveyor/ss2012_t01,0
150.4,-37.64,869,13/04/2012,-37.64,150.4,0,3184.84,636.97,0,0,0,0,0,2,J. Reisser,Southern Surveyor/ss2012_t01,0
150.4,-37.62,870,13/04/2012,-37.62,150.4,0,2649.17,662.29,0,0,0,0,0,2,J. Reisser,Southern Surveyor/ss2012_t01,0
150.4,-37.61,871,13/04/2012,-37.61,150.4,0,709.78,2129.33,0,0,0,0,0,2,J. Reisser,Southern Surveyor/ss2012_t01,0
150.84,-35.4,872,13/04/2012,-35.4,150.84,0,5976.81,2390.72,0,0,0,0,0,3,J. Reisser,Southern Surveyor/ss2012_t01,0
150.85,-35.39,873,13/04/2012,-35.39,150.85,0,17189.68,1145.98,0,0,0,0,0,3,J. Reisser,Southern Surveyor/ss2012_t01,0
150.85,-35.38,874,13/04/2012,-35.38,150.85,0,4208.68,2104.34,0,0,0,0,0,3,J. Reisser,Southern Surveyor/ss2012_t01,0
152.01,-33.88,875,14/04/2012,-33.88,152.01,0,1934.83,967.42,0,0,0,0,0,2,J. Reisser,Southern Surveyor/ss2012_t01,0
152.01,-33.87,876,14/04/2012,-33.87,152.01,0,6139.56,1227.91,0,0,0,0,0,2,J. Reisser,Southern Surveyor/ss2012_t01,0
152.02,-33.87,877,14/04/2012,-33.87,152.02,0,3858.64,0,0,0,0,0,0,2,J. Reisser,Southern Surveyor/ss2012_t01,0
152.7,-33.17,878,15/04/2012,-33.17,152.7,0,4775.65,1193.91,0,0,0,0,0,3,J. Reisser,Southern Surveyor/ss2012_t01,0
152.7,-33.16,879,15/04/2012,-33.16,152.7,1738.17,17381.7,0,0,0,0,0,0,3,J. Reisser,Southern Surveyor/ss2012_t01,0
152.71,-33.16,880,15/04/2012,-33.16,152.71,3713.83,27853.71,1856.91,0,0,0,0,0,3,J. Reisser,Southern Surveyor/ss2012_t01,0
153.37,-31.03,881,15/04/2012,-31.03,153.37,0,976.8,976.8,0,0,0,0,0,2,J. Reisser,Southern Surveyor/ss2012_t01,0
153.36,-31.04,882,15/04/2012,-31.04,153.36,0,1911.32,1911.32,0,0,0,0,0,2,J. Reisser,Southern Surveyor/ss2012_t01,0
153.36,-31.04,883,15/04/2012,-31.04,153.36,0,4401.38,0,0,0,0,0,0,2,J. Reisser,Southern Surveyor/ss2012_t01,0
153.92,-28.34,884,16/04/2012,-28.34,153.92,0,9991.34,0,0,0,0,0,0,4,J. Reisser,Southern Surveyor/ss2012_t01,0
153.92,-28.34,885,16/04/2012,-28.34,153.92,0,21041.02,0,0,0,0,0,0,4,J. Reisser,Southern Surveyor/ss2012_t01,0
153.92,-28.34,886,16/04/2012,-28.34,153.92,0,29908.75,2718.98,0,0,0,0,0,4,J. Reisser,Southern Surveyor/ss2012_t01,0
153.38,-26.73,887,17/04/2012,-26.73,153.38,0,7065.71,0,0,0,0,0,0,4,J. Reisser,Southern Surveyor/ss2012_t01,0
153.38,-26.72,888,17/04/2012,-26.72,153.38,865.62,3462.48,0,0,0,0,0,0,4,J. Reisser,Southern Surveyor/ss2012_t01,0
153.38,-26.7,889,17/04/2012,-26.7,153.38,0,6168.35,0,0,0,0,0,0,4,J. Reisser,Southern Surveyor/ss2012_t01,0
155.21,-24.91,890,4/5/12,-24.91,155.21,0,743.05,0,0,0,0,0,0,6,J. Reisser,Southern Surveyor/ss2012_t02,0
155.2,-24.92,891,4/5/12,-24.92,155.2,0,0,0,0,0,0,0,0,6,J. Reisser,Southern Surveyor/ss2012_t02,0
155.18,-24.94,892,4/5/12,-24.94,155.18,0,0,0,0,0,0,0,0,6,J. Reisser,Southern Surveyor/ss2012_t02,0
162.35,-23.87,893,6/5/12,-23.87,162.35,0,4862.96,972.59,0,0,0,0,0,4,J. Reisser,Southern Surveyor/ss2012_t02,0
162.37,-23.87,894,6/5/12,-23.87,162.37,0,6998.85,699.88,0,0,0,0,0,4,J. Reisser,Southern Surveyor/ss2012_t02,0
162.38,-23.86,895,6/5/12,-23.86,162.38,629.74,8186.56,1259.47,0,0,0,0,0,4,J. Reisser,Southern Surveyor/ss2012_t02,0
166.63,-23.21,896,7/5/12,-23.21,166.63,0,615.95,0,0,0,0,0,0,4,J. Reisser,Southern Surveyor/ss2012_t02,0
166.64,-23.21,897,7/5/12,-23.21,166.64,0,0,0,0,0,0,0,0,4,J. Reisser,Southern Surveyor/ss2012_t02,0
166.66,-23.21,898,7/5/12,-23.21,166.66,0,0,0,0,0,0,0,0,4,J. Reisser,Southern Surveyor/ss2012_t02,0
170.63,-21.77,899,8/5/12,-21.77,170.63,0,624.34,624.34,0,0,0,0,0,3,J. Reisser,Southern Surveyor/ss2012_t02,0
170.64,-21.76,900,8/5/12,-21.76,170.64,551.22,5512.17,2756.09,0,0,0,0,0,3,J. Reisser,Southern Surveyor/ss2012_t02,0
170.66,-21.75,901,8/5/12,-21.75,170.66,0,1667.23,4445.96,0,0,0,0,0,3,J. Reisser,Southern Surveyor/ss2012_t02,0
176.5,-18.57,902,7/6/12,-18.57,176.5,828.74,31492.07,16574.77,0,0,0,0,0,3,J. Reisser,Southern Surveyor/ss2012_t03,0
176.49,-18.58,903,7/6/12,-18.58,176.49,0,5501.14,2357.63,0,0,0,0,0,3,J. Reisser,Southern Surveyor/ss2012_t03,0
176.48,-18.59,904,7/6/12,-18.59,176.48,0,2504.46,834.82,0,0,0,0,0,3,J. Reisser,Southern Surveyor/ss2012_t03,0
174.99,-19.98,905,7/6/12,-19.98,174.99,0,7422.71,2226.81,0,0,0,0,0,2,J. Reisser,Southern Surveyor/ss2012_t03,0
174.98,-19.99,906,7/6/12,-19.99,174.98,0,6768.23,752.03,0,0,0,0,0,2,J. Reisser,Southern Surveyor/ss2012_t03,0
174.97,-20,907,7/6/12,-20,174.97,0,3789.59,0,0,0,0,0,0,2,J. Reisser,Southern Surveyor/ss2012_t03,0
173.58,-21.28,908,8/6/12,-21.28,173.58,0,946.73,0,0,0,0,0,0,4,J. Reisser,Southern Surveyor/ss2012_t03,0
173.56,-21.29,909,8/6/12,-21.29,173.56,0,802.09,0,0,0,0,0,0,4,J. Reisser,Southern Surveyor/ss2012_t03,0
173.56,-21.3,910,8/6/12,-21.3,173.56,0,1311.36,0,0,0,0,0,0,4,J. Reisser,Southern Surveyor/ss2012_t03,0
172.1,-22.6,911,8/6/12,-22.6,172.1,0,1287.82,1287.82,0,0,0,0,0,4,J. Reisser,Southern Surveyor/ss2012_t03,0
172.09,-22.6,912,8/6/12,-22.6,172.09,0,729.39,2188.17,0,0,0,0,0,4,J. Reisser,Southern Surveyor/ss2012_t03,0
172.08,-22.61,913,8/6/12,-22.61,172.08,0,2805.71,701.43,0,0,0,0,0,4,J. Reisser,Southern Surveyor/ss2012_t03,0
170.53,-23.75,914,9/6/12,-23.75,170.53,0,0,0,0,0,0,0,0,5,J. Reisser,Southern Surveyor/ss2012_t03,0
170.52,-23.76,915,9/6/12,-23.76,170.52,0,0,0,0,0,0,0,0,5,J. Reisser,Southern Surveyor/ss2012_t03,0
170.51,-23.77,916,9/6/12,-23.77,170.51,0,0,0,0,0,0,0,0,5,J. Reisser,Southern Surveyor/ss2012_t03,0
168.71,-25.08,917,9/6/12,-25.08,168.71,0,706.36,1412.72,0,0,0,0,0,4,J. Reisser,Southern Surveyor/ss2012_t03,0
168.69,-25.08,918,9/6/12,-25.08,168.69,0,0,0,0,0,0,0,0,4,J. Reisser,Southern Surveyor/ss2012_t03,0
168.68,-25.09,919,9/6/12,-25.09,168.68,0,0,0,0,0,0,0,0,4,J. Reisser,Southern Surveyor/ss2012_t03,0
167.01,-26.29,920,10/6/12,-26.29,167.01,0,711.53,711.53,0,0,0,0,0,5,J. Reisser,Southern Surveyor/ss2012_t03,0
167,-26.3,921,10/6/12,-26.3,167,0,0,764.53,0,0,0,0,0,5,J. Reisser,Southern Surveyor/ss2012_t03,0
166.98,-26.3,922,10/6/12,-26.3,166.98,0,729.64,0,0,0,0,0,0,5,J. Reisser,Southern Surveyor/ss2012_t03,0
165.19,-27.53,923,10/6/12,-27.53,165.19,0,711.66,0,0,0,0,0,0,6,J. Reisser,Southern Surveyor/ss2012_t03,0
165.18,-27.54,924,10/6/12,-27.54,165.18,0,703.91,1407.82,0,0,0,0,0,6,J. Reisser,Southern Surveyor/ss2012_t03,0
165.18,-27.56,925,10/6/12,-27.56,165.18,0,0,697.16,0,0,0,0,0,6,J. Reisser,Southern Surveyor/ss2012_t03,0
155.07,-35.65,926,15/06/2012,-35.65,155.07,0,652.38,0,0,0,0,0,0,5,J. Reisser,Southern Surveyor/ss2012_t03,0
155.06,-35.66,927,15/06/2012,-35.66,155.06,0,0,0,0,0,0,0,0,5,J. Reisser,Southern Surveyor/ss2012_t03,0
155.05,-35.67,928,15/06/2012,-35.67,155.05,0,0,0,0,0,0,0,0,5,J. Reisser,Southern Surveyor/ss2012_t03,0
153.54,-37.38,929,15/06/2012,-37.38,153.54,0,3595.34,0,0,0,0,0,0,4,J. Reisser,Southern Surveyor/ss2012_t03,0
153.53,-37.39,930,15/06/2012,-37.39,153.53,688.91,6889.05,2066.72,0,0,0,0,0,4,J. Reisser,Southern Surveyor/ss2012_t03,0
153.51,-37.41,931,15/06/2012,-37.41,153.51,927.72,6494.05,927.72,0,0,0,0,0,4,J. Reisser,Southern Surveyor/ss2012_t03,0
148.97,-42.29,932,16/06/2012,-42.29,148.97,0,4592.44,918.49,0,0,0,0,0,4,J. Reisser,Southern Surveyor/ss2012_t03,0
148.96,-42.3,933,16/06/2012,-42.3,148.96,0,922.26,922.26,0,0,0,0,0,4,J. Reisser,Southern Surveyor/ss2012_t03,0
148.95,-42.31,934,16/06/2012,-42.31,148.95,0,0,0,0,0,0,0,0,4,J. Reisser,Southern Surveyor/ss2012_t03,0
148.45,-42.83,935,17/06/2012,-42.83,148.45,0,825.84,825.84,0,0,0,0,0,4,J. Reisser,Southern Surveyor/ss2012_t03,0
148.43,-42.84,936,17/06/2012,-42.84,148.43,0,1525.02,1525.02,0,0,0,0,0,4,J. Reisser,Southern Surveyor/ss2012_t03,0
148.42,-42.84,937,17/06/2012,-42.84,148.42,0,2289.16,0,0,0,0,0,0,4,J. Reisser,Southern Surveyor/ss2012_t03,0
145.75,-16.57,938,26/07/2012,-16.57,145.75,0,2056.7,0,0,0,0,0,0,2,J. Reisser,Enterprise/Austral Fisheries Transit,0
145.76,-16.55,939,26/07/2012,-16.55,145.76,1240.89,2895.4,413.63,0,0,0,0,0,2,J. Reisser,Enterprise/Austral Fisheries Transit,0
145.74,-16.53,940,26/07/2012,-16.53,145.74,0,3921.57,0,0,0,0,0,0,2,J. Reisser,Enterprise/Austral Fisheries Transit,0
145.39,-15.02,941,27/07/2012,-15.02,145.39,0,2304.1,0,0,0,0,0,0,4,J. Reisser,Enterprise/Austral Fisheries Transit,0
145.38,-15,942,27/07/2012,-15,145.38,0,3879.1,1293.03,0,0,0,0,0,4,J. Reisser,Enterprise/Austral Fisheries Transit,0
145.38,-14.98,943,27/07/2012,-14.98,145.38,0,12070.31,1448.44,0,0,0,0,0,4,J. Reisser,Enterprise/Austral Fisheries Transit,0
144.08,-13.65,944,27/07/2012,-13.65,144.08,0,2398.55,0,0,0,0,0,0,5,J. Reisser,Enterprise/Austral Fisheries Transit,0
144.07,-13.63,945,27/07/2012,-13.63,144.07,0,478.31,478.31,0,0,0,0,0,5,J. Reisser,Enterprise/Austral Fisheries Transit,0
144.06,-13.62,946,27/07/2012,-13.62,144.06,0,1831.89,0,0,0,0,0,0,5,J. Reisser,Enterprise/Austral Fisheries Transit,0
143.27,-12.02,947,28/07/2012,-12.02,143.27,559.89,7278.56,1119.78,0,0,0,0,0,4,J. Reisser,Enterprise/Austral Fisheries Transit,0
143.28,-12,948,28/07/2012,-12,143.28,0,2870.35,717.59,0,0,0,0,0,4,J. Reisser,Enterprise/Austral Fisheries Transit,0
143.29,-11.99,949,28/07/2012,-11.99,143.29,940.08,5640.48,0,0,0,0,0,0,4,J. Reisser,Enterprise/Austral Fisheries Transit,0
142.33,-10.75,950,28/07/2012,-10.75,142.33,0,3500.37,437.55,0,0,0,0,0,4,J. Reisser,Enterprise/Austral Fisheries Transit,0
142.3,-10.77,951,28/07/2012,-10.77,142.3,446.47,0,0,0,0,0,0,0,4,J. Reisser,Enterprise/Austral Fisheries Transit,0
142.28,-10.78,952,28/07/2012,-10.78,142.28,0,921.75,460.87,0,0,0,0,0,4,J. Reisser,Enterprise/Austral Fisheries Transit,0
141.63,-12.27,953,29/07/2012,-12.27,141.63,0,1398.36,1398.36,0,0,0,0,0,6,J. Reisser,Enterprise/Austral Fisheries Transit,0
141.62,-12.29,954,29/07/2012,-12.29,141.62,0,520.09,1040.17,0,0,0,0,0,6,J. Reisser,Enterprise/Austral Fisheries Transit,0
141.62,-12.3,955,29/07/2012,-12.3,141.62,0,0,451.03,0,0,0,0,0,6,J. Reisser,Enterprise/Austral Fisheries Transit,0
141.04,-15.49,956,30/07/2012,-15.49,141.04,0,0,0,0,0,0,0,0,4,J. Reisser,Enterprise/Austral Fisheries Transit,0
141.04,-15.51,957,30/07/2012,-15.51,141.04,0,596.86,0,0,0,0,0,0,4,J. Reisser,Enterprise/Austral Fisheries Transit,0
141.04,-15.52,958,30/07/2012,-15.52,141.04,0,0,0,0,0,0,0,0,4,J. Reisser,Enterprise/Austral Fisheries Transit,0
140.78,-17.05,959,30/07/2012,-17.05,140.78,0,0,0,0,0,0,0,0,4,J. Reisser,Enterprise/Austral Fisheries Transit,0
140.77,-17.07,960,30/07/2012,-17.07,140.77,0,0,0,0,0,0,0,0,4,J. Reisser,Enterprise/Austral Fisheries Transit,0
140.77,-17.08,961,30/07/2012,-17.08,140.77,0,0,0,0,0,0,0,0,4,J. Reisser,Enterprise/Austral Fisheries Transit,0
